seas,wk,day,v,h,ptsh,ptsv
2011,19,SUN,HOU,BAL,20,13
2011,19,SUN,NYG,GB,20,37
2011,20,SUN,BAL,NE,23,20
2011,20,SUN,NYG,SF,17,20
2011,21,SUN,NYG,NE,17,21
2012,1,WED,DAL,NYG,17,24
2012,1,SUN,IND,CHI,41,21
2012,1,SUN,PHI,CLE,16,17
2012,1,SUN,ATL,KC,24,40
2012,1,SUN,BUF,NYJ,48,28
2012,1,SUN,STL,DET,27,23
2012,1,SUN,WAS,NO,32,40
2012,1,SUN,MIA,HOU,30,10
2012,1,SUN,NE,TEN,13,34
2012,1,SUN,JAC,MIN,26,23
2012,1,SUN,CAR,TB,16,10
2012,1,SUN,SEA,ARI,20,16
2012,1,SUN,SF,GB,22,30
2012,1,SN,PIT,DEN,31,19
2012,1,MN,CIN,BAL,44,13
2012,1,MN,SD,OAK,14,22
2012,2,THU,CHI,GB,23,10
2012,2,SUN,CLE,CIN,34,27
2012,2,SUN,KC,BUF,35,17
2012,2,SUN,MIN,IND,23,20
2012,2,SUN,BAL,PHI,24,23
2012,2,SUN,TB,NYG,41,34
2012,2,SUN,HOU,JAC,7,27
2012,2,SUN,NO,CAR,35,27
2012,2,SUN,ARI,NE,18,20
2012,2,SUN,WAS,STL,31,28
2012,2,SUN,DAL,SEA,27,7
2012,2,SUN,TEN,SD,38,10
2012,2,SUN,OAK,MIA,35,13
2012,2,SUN,NYJ,PIT,27,10
2012,2,SN,DET,SF,27,19
2012,2,MN,DEN,ATL,27,21
2012,3,THU,NYG,CAR,7,36
2012,3,SUN,STL,CHI,23,6
2012,3,SUN,BUF,CLE,14,24
2012,3,SUN,JAC,IND,17,22
2012,3,SUN,TB,DAL,16,10
2012,3,SUN,NYJ,MIA,20,23
2012,3,SUN,CIN,WAS,31,38
2012,3,SUN,KC,NO,24,27
2012,3,SUN,DET,TEN,44,41
2012,3,SUN,SF,MIN,24,13
2012,3,SUN,PHI,ARI,27,6
2012,3,SUN,ATL,SD,3,27
2012,3,SUN,HOU,DEN,25,31
2012,3,SUN,PIT,OAK,34,31
2012,3,SN,NE,BAL,31,30
2012,3,MN,GB,SEA,14,12
2012,4,THU,CLE,BAL,23,16
2012,4,SUN,NE,BUF,28,52
2012,4,SUN,SD,KC,20,37
2012,4,SUN,CAR,ATL,30,28
2012,4,SUN,SF,NYJ,0,34
2012,4,SUN,MIN,DET,13,20
2012,4,SUN,SEA,STL,19,13
2012,4,SUN,TEN,HOU,38,14
2012,4,SUN,OAK,DEN,37,6
2012,4,SUN,MIA,ARI,24,21
2012,4,SUN,CIN,JAC,10,27
2012,4,SUN,WAS,TB,22,24
2012,4,SUN,NO,GB,28,27
2012,4,SN,NYG,PHI,19,17
2012,4,MN,CHI,DAL,18,34
2012,5,THU,ARI,STL,17,3
2012,5,SUN,MIA,CIN,13,17
2012,5,SUN,BAL,KC,6,9
2012,5,SUN,GB,IND,30,27
2012,5,SUN,CLE,NYG,41,27
2012,5,SUN,ATL,WAS,17,24
2012,5,SUN,PHI,PIT,16,14
2012,5,SUN,TEN,MIN,30,7
2012,5,SUN,CHI,JAC,3,41
2012,5,SUN,SEA,CAR,12,16
2012,5,SUN,BUF,SF,45,3
2012,5,SUN,DEN,NE,31,21
2012,5,SN,SD,NO,31,24
2012,5,MN,HOU,NYJ,17,23
2012,6,THU,PIT,TEN,26,23
2012,6,SUN,CIN,CLE,34,24
2012,6,SUN,KC,TB,38,10
2012,6,SUN,STL,MIA,17,14
2012,6,SUN,DET,PHI,23,26
2012,6,SUN,OAK,ATL,23,20
2012,6,SUN,IND,NYJ,35,9
2012,6,SUN,DAL,BAL,31,29
2012,6,SUN,BUF,ARI,16,19
2012,6,SUN,NE,SEA,24,23
2012,6,SUN,NYG,SF,3,26
2012,6,SUN,MIN,WAS,38,26
2012,6,SN,GB,HOU,24,42
2012,6,MN,DEN,SD,24,35
2012,7,THU,SEA,SF,13,6
2012,7,SUN,TEN,BUF,34,35
2012,7,SUN,NO,TB,28,35
2012,7,SUN,CLE,IND,17,13
2012,7,SUN,WAS,NYG,27,23
2012,7,SUN,DAL,CAR,14,19
2012,7,SUN,GB,STL,20,30
2012,7,SUN,BAL,HOU,43,13
2012,7,SUN,ARI,MIN,21,14
2012,7,SUN,NYJ,NE,29,26
2012,7,SUN,JAC,OAK,26,23
2012,7,SN,PIT,CIN,17,24
2012,7,MN,DET,CHI,13,7
2012,8,THU,TB,MIN,17,36
2012,8,SUN,CAR,CHI,23,22
2012,8,SUN,SD,CLE,7,6
2012,8,SUN,ATL,PHI,17,30
2012,8,SUN,MIA,NYJ,9,30
2012,8,SUN,SEA,DET,28,24
2012,8,SUN,JAC,GB,24,15
2012,8,SUN,NE,STL,7,45
2012,8,SUN,WAS,PIT,27,12
2012,8,SUN,IND,TEN,13,19
2012,8,SUN,OAK,KC,16,26
2012,8,SUN,NYG,DAL,24,29
2012,8,SN,NO,DEN,34,14
2012,8,MN,SF,ARI,3,24
2012,9,THU,KC,SD,31,13
2012,9,SUN,DEN,CIN,23,31
2012,9,SUN,BAL,CLE,15,25
2012,9,SUN,DET,JAC,14,31
2012,9,SUN,ARI,GB,31,17
2012,9,SUN,CAR,WAS,13,21
2012,9,SUN,BUF,HOU,21,9
2012,9,SUN,CHI,TEN,20,51
2012,9,SUN,MIA,IND,23,20
2012,9,SUN,TB,OAK,32,42
2012,9,SUN,MIN,SEA,30,20
2012,9,SUN,PIT,NYG,20,24
2012,9,SN,DAL,ATL,19,13
2012,9,MN,PHI,NO,28,13
2012,10,THU,IND,JAC,10,27
2012,10,SUN,NYG,CIN,31,13
2012,10,SUN,SD,TB,34,24
2012,10,SUN,TEN,MIA,3,37
2012,10,SUN,DEN,CAR,14,36
2012,10,SUN,BUF,NE,37,31
2012,10,SUN,OAK,BAL,55,20
2012,10,SUN,ATL,NO,31,27
2012,10,SUN,DET,MIN,34,24
2012,10,SUN,NYJ,SEA,28,7
2012,10,SUN,STL,SF,24,24
2012,10,SUN,DAL,PHI,23,38
2012,10,SN,HOU,CHI,6,13
2012,10,MN,KC,PIT,16,13
2012,11,THU,MIA,BUF,19,14
2012,11,SUN,SD,DEN,30,23
2012,11,SUN,CIN,KC,6,28
2012,11,SUN,CLE,DAL,23,20
2012,11,SUN,ARI,ATL,23,19
2012,11,SUN,GB,DET,20,24
2012,11,SUN,TB,CAR,21,27
2012,11,SUN,IND,NE,59,24
2012,11,SUN,NYJ,STL,13,27
2012,11,SUN,PHI,WAS,31,6
2012,11,SUN,JAC,HOU,43,37
2012,11,SUN,NO,OAK,17,38
2012,11,SN,BAL,PIT,10,13
2012,11,MN,CHI,SF,32,7
2012,12,THU,HOU,DET,31,34
2012,12,THU,WAS,DAL,31,38
2012,12,THU,NE,NYJ,19,49
2012,12,SUN,MIN,CHI,28,10
2012,12,SUN,OAK,CIN,34,10
2012,12,SUN,PIT,CLE,20,14
2012,12,SUN,ATL,TB,23,24
2012,12,SUN,DEN,KC,9,17
2012,12,SUN,BUF,IND,20,13
2012,12,SUN,SEA,MIA,24,21
2012,12,SUN,TEN,JAC,24,19
2012,12,SUN,BAL,SD,13,16
2012,12,SUN,STL,ARI,17,31
2012,12,SUN,SF,NO,21,31
2012,12,SN,GB,NYG,38,10
2012,12,MN,CAR,PHI,22,30
2012,13,THU,NO,ATL,23,13
2012,13,SUN,SEA,CHI,17,23
2012,13,SUN,JAC,BUF,34,18
2012,13,SUN,CAR,KC,27,21
2012,13,SUN,NE,MIA,16,23
2012,13,SUN,ARI,NYJ,7,6
2012,13,SUN,IND,DET,33,35
2012,13,SUN,MIN,GB,23,14
2012,13,SUN,SF,STL,16,13
2012,13,SUN,HOU,TEN,10,24
2012,13,SUN,TB,DEN,31,23
2012,13,SUN,CIN,SD,13,20
2012,13,SUN,CLE,OAK,17,20
2012,13,SUN,PIT,BAL,20,23
2012,13,SN,PHI,DAL,38,33
2012,13,MN,NYG,WAS,17,16
2012,14,THU,DEN,OAK,13,26
2012,14,SUN,DAL,CIN,19,20
2012,14,SUN,STL,BUF,12,15
2012,14,SUN,KC,CLE,30,7
2012,14,SUN,PHI,TB,21,23
2012,14,SUN,TEN,IND,27,23
2012,14,SUN,NYJ,JAC,10,17
2012,14,SUN,ATL,CAR,30,20
2012,14,SUN,BAL,WAS,31,28
2012,14,SUN,SD,PIT,24,34
2012,14,SUN,CHI,MIN,21,14
2012,14,SUN,MIA,SF,27,13
2012,14,SUN,NO,NYG,52,27
2012,14,SUN,ARI,SEA,58,0
2012,14,SN,DET,GB,27,20
2012,14,MN,HOU,NE,42,14
2012,15,THU,CIN,PHI,13,34
2012,15,SUN,GB,CHI,13,21
2012,15,SUN,WAS,CLE,21,38
2012,15,SUN,JAC,MIA,24,3
2012,15,SUN,NYG,ATL,34,0
2012,15,SUN,MIN,STL,22,36
2012,15,SUN,DEN,BAL,17,34
2012,15,SUN,TB,NO,41,0
2012,15,SUN,IND,HOU,29,17
2012,15,SUN,SEA,BUF,17,50
2012,15,SUN,DET,ARI,38,10
2012,15,SUN,CAR,SD,7,31
2012,15,SUN,PIT,DAL,27,24
2012,15,SUN,KC,OAK,15,0
2012,15,SN,SF,NE,34,41
2012,15,MN,NYJ,TEN,14,10
2012,16,SAT,ATL,DET,18,31
2012,16,SUN,STL,TB,13,28
2012,16,SUN,IND,KC,13,20
2012,16,SUN,NO,DAL,31,34
2012,16,SUN,SD,NYJ,17,27
2012,16,SUN,BUF,MIA,24,10
2012,16,SUN,WAS,PHI,20,27
2012,16,SUN,NE,JAC,16,23
2012,16,SUN,TEN,GB,55,7
2012,16,SUN,OAK,CAR,17,6
2012,16,SUN,NYG,BAL,33,14
2012,16,SUN,CIN,PIT,10,13
2012,16,SUN,MIN,HOU,6,23
2012,16,SUN,CLE,DEN,34,12
2012,16,SUN,CHI,ARI,13,28
2012,16,SN,SF,SEA,42,13
2012,17,SUN,BAL,CIN,23,17
2012,17,SUN,NYJ,BUF,28,9
2012,17,SUN,HOU,IND,28,16
2012,17,SUN,TB,ATL,17,22
2012,17,SUN,PHI,NYG,42,7
2012,17,SUN,CHI,DET,24,26
2012,17,SUN,MIA,NE,28,0
2012,17,SUN,CAR,NO,38,44
2012,17,SUN,CLE,PIT,24,10
2012,17,SUN,JAC,TEN,38,20
2012,17,SUN,GB,MIN,37,34
2012,17,SUN,ARI,SF,27,13
2012,17,SUN,KC,DEN,38,3
2012,17,SUN,OAK,SD,24,21
2012,17,SUN,STL,SEA,20,13
2012,17,SUN,DAL,WAS,28,18
2012,18,SAT,CIN,HOU,19,13
2012,18,SAT,MIN,GB,24,10
2012,18,SUN,IND,BAL,24,9
2012,18,SUN,SEA,WAS,14,24
2012,19,SAT,BAL,DEN,35,38
2012,19,SAT,GB,SF,45,31
2012,19,SUN,SEA,ATL,30,28
2012,19,SUN,HOU,NE,41,28
2012,20,SUN,SF,ATL,24,28
2012,20,SUN,BAL,NE,13,28
2012,21,SB,BAL,SF,31,34
2013,1,THU,BAL,DEN,49,27
2013,1,SUN,NE,BUF,21,23
2013,1,SUN,CIN,CHI,24,21
2013,1,SUN,MIA,CLE,10,23
2013,1,SUN,OAK,IND,21,17
2013,1,SUN,KC,JAC,2,28
2013,1,SUN,TB,NYJ,18,17
2013,1,SUN,TEN,PIT,9,16
2013,1,SUN,ATL,NO,23,17
2013,1,SUN,SEA,CAR,7,12
2013,1,SUN,MIN,DET,34,24
2013,1,SUN,GB,SF,34,28
2013,1,SUN,ARI,STL,27,24
2013,1,SN,NYG,DAL,36,31
2013,1,MN,PHI,WAS,27,33
2013,1,MN,HOU,SD,28,31
2013,2,THU,NYJ,NE,13,10
2013,2,SUN,DAL,KC,17,16
2013,2,SUN,STL,ATL,31,24
2013,2,SUN,SD,PHI,30,33
2013,2,SUN,TEN,HOU,30,24
2013,2,SUN,MIA,IND,20,24
2013,2,SUN,CAR,BUF,24,23
2013,2,SUN,CLE,BAL,14,6
2013,2,SUN,WAS,GB,38,20
2013,2,SUN,MIN,CHI,31,30
2013,2,SUN,NO,TB,14,16
2013,2,SUN,DET,ARI,25,21
2013,2,SUN,JAC,OAK,19,9
2013,2,SUN,DEN,NYG,23,41
2013,2,SN,SF,SEA,29,3
2013,2,MN,PIT,CIN,20,10
2013,3,THU,KC,PHI,16,26
2013,3,SUN,TB,NE,23,3
2013,3,SUN,ARI,NO,31,7
2013,3,SUN,SD,TEN,20,17
2013,3,SUN,GB,CIN,34,30
2013,3,SUN,HOU,BAL,30,9
2013,3,SUN,CLE,MIN,27,31
2013,3,SUN,NYG,CAR,38,0
2013,3,SUN,STL,DAL,31,7
2013,3,SUN,DET,WAS,20,27
2013,3,SUN,ATL,MIA,27,23
2013,3,SUN,JAC,SEA,45,17
2013,3,SUN,IND,SF,7,27
2013,3,SUN,BUF,NYJ,27,20
2013,3,SN,CHI,PIT,23,40
2013,3,MN,OAK,DEN,37,21
2013,4,THU,SF,STL,11,35
2013,4,SUN,CHI,DET,40,32
2013,4,SUN,IND,JAC,3,37
2013,4,SUN,SEA,HOU,20,23
2013,4,SUN,CIN,CLE,17,6
2013,4,SUN,BAL,BUF,23,20
2013,4,SUN,PIT,MIN,34,27
2013,4,SUN,ARI,TB,10,13
2013,4,SUN,NYG,KC,31,7
2013,4,SUN,NYJ,TEN,38,13
2013,4,SUN,DAL,SD,30,21
2013,4,SUN,WAS,OAK,14,24
2013,4,SUN,PHI,DEN,52,20
2013,4,SN,NE,ATL,23,30
2013,4,MN,MIA,NO,38,17
2013,5,THU,BUF,CLE,37,24
2013,5,SUN,NE,CIN,13,6
2013,5,SUN,BAL,MIA,23,26
2013,5,SUN,SEA,IND,34,28
2013,5,SUN,KC,TEN,17,26
2013,5,SUN,JAC,STL,34,20
2013,5,SUN,NO,CHI,18,26
2013,5,SUN,DET,GB,22,9
2013,5,SUN,PHI,NYG,21,36
2013,5,SUN,CAR,ARI,22,6
2013,5,SUN,DEN,DAL,48,51
2013,5,SN,HOU,SF,34,3
2013,5,SN,SD,OAK,27,17
2013,5,MN,NYJ,ATL,28,30
2013,6,THU,NYG,CHI,27,21
2013,6,SUN,CAR,MIN,10,35
2013,6,SUN,PHI,TB,20,31
2013,6,SUN,PIT,NYJ,6,19
2013,6,SUN,OAK,KC,24,7
2013,6,SUN,STL,HOU,13,38
2013,6,SUN,DET,CLE,17,31
2013,6,SUN,GB,BAL,17,19
2013,6,SUN,CIN,BUF,24,27
2013,6,SUN,JAC,DEN,35,19
2013,6,SUN,TEN,SEA,20,13
2013,6,SUN,NO,NE,30,27
2013,6,SUN,ARI,SF,32,20
2013,6,SN,WAS,DAL,31,16
2013,6,MN,IND,SD,19,9
2013,7,THU,SEA,ARI,22,34
2013,7,SUN,TB,ATL,31,23
2013,7,SUN,NE,NYJ,30,27
2013,7,SUN,SD,JAC,6,24
2013,7,SUN,HOU,KC,17,16
2013,7,SUN,BUF,MIA,21,23
2013,7,SUN,CIN,DET,24,27
2013,7,SUN,DAL,PHI,3,17
2013,7,SUN,STL,CAR,30,15
2013,7,SUN,CHI,WAS,45,41
2013,7,SUN,SF,TEN,17,31
2013,7,SUN,BAL,PIT,19,16
2013,7,SUN,CLE,GB,31,13
2013,7,SN,DEN,IND,39,33
2013,7,MN,MIN,NYG,23,7
2013,8,THU,CAR,TB,13,31
2013,8,SUN,DAL,DET,31,30
2013,8,SUN,NYG,PHI,7,15
2013,8,SUN,CLE,KC,23,17
2013,8,SUN,BUF,NO,35,17
2013,8,SUN,SF,JAC,10,42
2013,8,SUN,MIA,NE,27,17
2013,8,SUN,PIT,OAK,21,18
2013,8,SUN,NYJ,CIN,49,9
2013,8,SUN,WAS,DEN,45,21
2013,8,SUN,ATL,ARI,27,13
2013,8,SN,GB,MIN,31,44
2013,8,MN,SEA,STL,9,14
2013,9,THU,CIN,MIA,22,20
2013,9,SUN,KC,BUF,13,23
2013,9,SUN,ATL,CAR,34,10
2013,9,SUN,SD,WAS,30,24
2013,9,SUN,NO,NYJ,26,20
2013,9,SUN,TEN,STL,21,28
2013,9,SUN,MIN,DAL,27,23
2013,9,SUN,TB,SEA,27,24
2013,9,SUN,PHI,OAK,20,49
2013,9,SUN,PIT,NE,55,31
2013,9,SUN,BAL,CLE,24,18
2013,9,SN,IND,HOU,24,27
2013,9,MN,CHI,GB,20,27
2013,10,THU,WAS,MIN,34,27
2013,10,SUN,PHI,GB,13,27
2013,10,SUN,DET,CHI,19,21
2013,10,SUN,STL,IND,8,38
2013,10,SUN,CIN,BAL,20,17
2013,10,SUN,BUF,PIT,23,10
2013,10,SUN,JAC,TEN,27,29
2013,10,SUN,OAK,NYG,24,20
2013,10,SUN,SEA,ATL,10,33
2013,10,SUN,CAR,SF,9,10
2013,10,SUN,HOU,ARI,27,24
2013,10,SUN,DEN,SD,20,28
2013,10,SN,DAL,NO,49,17
2013,10,MN,MIA,TB,22,19
2013,11,THU,IND,TEN,27,30
2013,11,SUN,OAK,HOU,23,28
2013,11,SUN,NYJ,BUF,37,14
2013,11,SUN,CLE,CIN,41,20
2013,11,SUN,BAL,CHI,23,20
2013,11,SUN,SD,MIA,20,16
2013,11,SUN,ARI,JAC,14,27
2013,11,SUN,ATL,TB,41,28
2013,11,SUN,DET,PIT,37,27
2013,11,SUN,WAS,PHI,24,16
2013,11,SUN,MIN,SEA,41,20
2013,11,SUN,SF,NO,23,20
2013,11,SUN,GB,NYG,27,13
2013,11,SN,KC,DEN,27,17
2013,11,MN,NE,CAR,24,20
2013,12,THU,NO,ATL,13,17
2013,12,SUN,CAR,MIA,16,20
2013,12,SUN,SD,KC,38,41
2013,12,SUN,PIT,CLE,11,27
2013,12,SUN,JAC,HOU,6,13
2013,12,SUN,NYJ,BAL,19,3
2013,12,SUN,MIN,GB,26,26
2013,12,SUN,TB,DET,21,24
2013,12,SUN,CHI,STL,42,21
2013,12,SUN,IND,ARI,40,11
2013,12,SUN,TEN,OAK,19,23
2013,12,SUN,DAL,NYG,21,24
2013,12,SN,DEN,NE,34,31
2013,12,MN,SF,WAS,6,27
2013,13,THU,GB,DET,40,10
2013,13,THU,OAK,DAL,31,24
2013,13,THU,PIT,BAL,22,20
2013,13,SUN,DEN,KC,28,35
2013,13,SUN,JAC,CLE,28,32
2013,13,SUN,TEN,IND,22,14
2013,13,SUN,ARI,PHI,24,21
2013,13,SUN,MIA,NYJ,3,23
2013,13,SUN,CHI,MIN,23,20
2013,13,SUN,TB,CAR,27,6
2013,13,SUN,STL,SF,23,13
2013,13,SUN,ATL,BUF,31,34
2013,13,SUN,CIN,SD,10,17
2013,13,SUN,NE,HOU,31,34
2013,13,SN,NYG,WAS,17,24
2013,13,MN,NO,SEA,34,7
2013,14,THU,HOU,JAC,27,20
2013,14,SUN,CLE,NE,27,26
2013,14,SUN,IND,CIN,42,28
2013,14,SUN,BUF,TB,27,6
2013,14,SUN,ATL,GB,22,21
2013,14,SUN,MIN,BAL,29,26
2013,14,SUN,MIA,PIT,28,34
2013,14,SUN,OAK,NYJ,37,27
2013,14,SUN,KC,WAS,10,45
2013,14,SUN,DET,PHI,34,20
2013,14,SUN,TEN,DEN,51,28
2013,14,SUN,STL,ARI,30,10
2013,14,SUN,NYG,SD,37,14
2013,14,SUN,SEA,SF,19,17
2013,14,SN,CAR,NO,31,13
2013,14,MN,DAL,CHI,45,28
2013,15,THU,SD,DEN,20,27
2013,15,SUN,CHI,CLE,31,38
2013,15,SUN,HOU,IND,25,3
2013,15,SUN,BUF,JAC,20,27
2013,15,SUN,WAS,ATL,27,26
2013,15,SUN,NE,MIA,24,20
2013,15,SUN,SF,TB,14,33
2013,15,SUN,SEA,NYG,0,23
2013,15,SUN,NO,STL,27,16
2013,15,SUN,PHI,MIN,48,30
2013,15,SUN,ARI,TEN,34,37
2013,15,SUN,NYJ,CAR,30,20
2013,15,SUN,KC,OAK,31,56
2013,15,SUN,GB,DAL,36,37
2013,15,SN,CIN,PIT,30,20
2013,15,MN,BAL,DET,16,18
2013,16,SUN,MIN,CIN,42,14
2013,16,SUN,MIA,BUF,19,0
2013,16,SUN,IND,KC,7,23
2013,16,SUN,CLE,NYJ,24,13
2013,16,SUN,DEN,HOU,13,37
2013,16,SUN,TEN,JAC,16,20
2013,16,SUN,DAL,WAS,23,24
2013,16,SUN,NO,CAR,17,13
2013,16,SUN,TB,STL,23,13
2013,16,SUN,NYG,DET,20,23
2013,16,SUN,ARI,SEA,10,17
2013,16,SUN,PIT,GB,31,38
2013,16,SUN,OAK,SD,26,13
2013,16,SUN,NE,BAL,7,41
2013,16,SN,CHI,PHI,54,11
2013,16,MN,ATL,SF,34,24
2013,17,SUN,CAR,ATL,20,21
2013,17,SUN,NYJ,MIA,7,20
2013,17,SUN,BAL,CIN,34,17
2013,17,SUN,CLE,PIT,20,7
2013,17,SUN,JAC,IND,30,10
2013,17,SUN,HOU,TEN,16,10
2013,17,SUN,DET,MIN,14,13
2013,17,SUN,WAS,NYG,20,6
2013,17,SUN,GB,CHI,28,33
2013,17,SUN,BUF,NE,34,20
2013,17,SUN,TB,NO,42,17
2013,17,SUN,STL,SEA,27,9
2013,17,SUN,DEN,OAK,14,34
2013,17,SUN,KC,SD,27,24
2013,17,SUN,SF,ARI,20,23
2013,17,SN,PHI,DAL,22,24
2013,18,SAT,KC,IND,45,44
2013,18,SAT,NO,PHI,24,26
2013,18,SUN,SD,CIN,10,27
2013,18,SUN,SF,GB,20,23
2013,19,SAT,NO,SEA,23,15
2013,19,SAT,IND,NE,43,22
2013,19,SUN,SF,CAR,10,23
2013,19,SUN,SD,DEN,24,17
2013,20,SUN,NE,DEN,26,16
2013,20,SUN,SF,SEA,23,17
2013,21,SB,SEA,DEN,8,43
2014,1,THU,GB,SEA,36,16
2014,1,SUN,NO,ATL,37,34
2014,1,SUN,BUF,CHI,20,23
2014,1,SUN,TEN,KC,10,26
2014,1,SUN,MIN,STL,6,34
2014,1,SUN,NE,MIA,33,20
2014,1,SUN,OAK,NYJ,19,14
2014,1,SUN,JAC,PHI,34,17
2014,1,SUN,CLE,PIT,30,27
2014,1,SUN,CIN,BAL,16,23
2014,1,SUN,WAS,HOU,17,6
2014,1,SUN,SF,DAL,17,28
2014,1,SUN,CAR,TB,14,20
2014,1,SN,IND,DEN,31,24
2014,1,MN,NYG,DET,35,14
2014,1,MN,SD,ARI,18,17
2014,2,THU,PIT,BAL,26,6
2014,2,SUN,MIA,BUF,29,10
2014,2,SUN,ATL,CIN,24,10
2014,2,SUN,NO,CLE,26,24
2014,2,SUN,DAL,TEN,10,26
2014,2,SUN,NE,MIN,7,30
2014,2,SUN,ARI,NYG,14,25
2014,2,SUN,JAC,WAS,41,10
2014,2,SUN,DET,CAR,24,7
2014,2,SUN,SEA,SD,30,21
2014,2,SUN,STL,TB,17,19
2014,2,SUN,KC,DEN,24,17
2014,2,SUN,NYJ,GB,31,24
2014,2,SUN,HOU,OAK,14,30
2014,2,SN,CHI,SF,20,28
2014,2,MN,PHI,IND,27,30
2014,3,THU,TB,ATL,56,14
2014,3,SUN,SD,BUF,10,22
2014,3,SUN,TEN,CIN,33,7
2014,3,SUN,BAL,CLE,21,23
2014,3,SUN,GB,DET,19,7
2014,3,SUN,DAL,STL,31,34
2014,3,SUN,OAK,NE,16,9
2014,3,SUN,MIN,NO,20,9
2014,3,SUN,HOU,NYG,30,17
2014,3,SUN,WAS,PHI,37,34
2014,3,SUN,IND,JAC,17,44
2014,3,SUN,SF,ARI,23,14
2014,3,SUN,KC,MIA,15,34
2014,3,SUN,DEN,SEA,26,20
2014,3,SN,PIT,CAR,19,37
2014,3,MN,CHI,NYJ,19,27
2014,4,THU,NYG,WAS,14,45
2014,4,SUN,GB,CHI,17,38
2014,4,SUN,TEN,IND,41,17
2014,4,SUN,MIA,OAK,14,38
2014,4,SUN,DET,NYJ,17,24
2014,4,SUN,TB,PIT,24,27
2014,4,SUN,CAR,BAL,38,10
2014,4,SUN,BUF,HOU,23,17
2014,4,SUN,JAC,SD,33,14
2014,4,SUN,ATL,MIN,41,28
2014,4,SUN,PHI,SF,26,21
2014,4,SN,NO,DAL,38,17
2014,4,MN,NE,KC,41,14
2014,5,THU,MIN,GB,42,10
2014,5,SUN,HOU,DAL,20,17
2014,5,SUN,BUF,DET,14,17
2014,5,SUN,CLE,TEN,28,29
2014,5,SUN,BAL,IND,20,13
2014,5,SUN,TB,NO,37,31
2014,5,SUN,ATL,NYG,30,20
2014,5,SUN,STL,PHI,34,28
2014,5,SUN,CHI,CAR,31,24
2014,5,SUN,PIT,JAC,9,17
2014,5,SUN,ARI,DEN,41,20
2014,5,SUN,NYJ,SD,31,0
2014,5,SUN,KC,SF,22,17
2014,5,SN,CIN,NE,43,17
2014,5,MN,SEA,WAS,17,27
2014,6,THU,IND,HOU,28,33
2014,6,SUN,CHI,ATL,13,27
2014,6,SUN,NE,BUF,22,37
2014,6,SUN,CAR,CIN,37,37
2014,6,SUN,PIT,CLE,31,10
2014,6,SUN,JAC,TEN,16,14
2014,6,SUN,GB,MIA,24,27
2014,6,SUN,DET,MIN,3,17
2014,6,SUN,DEN,NYJ,17,31
2014,6,SUN,BAL,TB,17,48
2014,6,SUN,SD,OAK,28,31
2014,6,SUN,WAS,ARI,30,20
2014,6,SUN,DAL,SEA,23,30
2014,6,SN,NYG,PHI,27,0
2014,6,MN,SF,STL,17,31
2014,7,THU,NYJ,NE,27,25
2014,7,SUN,MIN,BUF,17,16
2014,7,SUN,MIA,CHI,14,27
2014,7,SUN,NO,DET,24,23
2014,7,SUN,CAR,GB,38,17
2014,7,SUN,CIN,IND,27,0
2014,7,SUN,SEA,STL,28,26
2014,7,SUN,TEN,WAS,19,17
2014,7,SUN,CLE,JAC,24,6
2014,7,SUN,ATL,BAL,29,7
2014,7,SUN,KC,SD,20,23
2014,7,SUN,NYG,DAL,31,21
2014,7,SUN,ARI,OAK,13,24
2014,7,SN,SF,DEN,42,17
2014,7,MN,HOU,PIT,30,23
2014,8,THU,SD,DEN,35,21
2014,8,SUN,DET,ATL,21,22
2014,8,SUN,BAL,CIN,27,24
2014,8,SUN,HOU,TEN,16,30
2014,8,SUN,STL,KC,34,7
2014,8,SUN,CHI,NE,51,23
2014,8,SUN,BUF,NYJ,23,43
2014,8,SUN,MIN,TB,13,19
2014,8,SUN,SEA,CAR,9,13
2014,8,SUN,MIA,JAC,13,27
2014,8,SUN,PHI,ARI,24,20
2014,8,SUN,OAK,CLE,23,13
2014,8,SUN,IND,PIT,51,34
2014,8,SN,GB,NO,44,23
2014,8,MN,WAS,DAL,17,20
2014,9,THU,NO,CAR,10,28
2014,9,SUN,JAC,CIN,33,23
2014,9,SUN,TB,CLE,22,17
2014,9,SUN,ARI,DAL,17,28
2014,9,SUN,NYJ,KC,24,10
2014,9,SUN,SD,MIA,37,0
2014,9,SUN,WAS,MIN,29,26
2014,9,SUN,PHI,HOU,21,31
2014,9,SUN,STL,SF,10,13
2014,9,SUN,DEN,NE,43,21
2014,9,SUN,OAK,SEA,30,24
2014,9,SN,BAL,PIT,43,23
2014,9,MN,IND,NYG,24,40
2014,10,THU,CLE,CIN,3,24
2014,10,SUN,KC,BUF,13,17
2014,10,SUN,MIA,DET,20,16
2014,10,SUN,SF,NO,24,27
2014,10,SUN,PIT,NYJ,20,13
2014,10,SUN,ATL,TB,17,27
2014,10,SUN,DAL,JAC,17,31
2014,10,SUN,TEN,BAL,21,7
2014,10,SUN,DEN,OAK,17,41
2014,10,SUN,STL,ARI,31,14
2014,10,SUN,NYG,SEA,38,17
2014,10,SN,CHI,GB,55,14
2014,10,MN,CAR,PHI,45,21
2014,11,THU,BUF,MIA,22,9
2014,11,SUN,MIN,CHI,21,13
2014,11,SUN,HOU,CLE,7,23
2014,11,SUN,PHI,GB,53,20
