seas,wk,day,v,h,ptsh,ptsv
2009,8,SUN,STL,DET,10,17
2009,8,SUN,MIN,GB,26,38
2009,8,SUN,SF,IND,18,14
2009,8,SUN,MIA,NYJ,25,30
2009,8,SUN,OAK,SD,24,16
2009,8,SUN,JAC,TEN,30,13
2009,8,SUN,CAR,ARI,21,34
2009,8,SUN,NYG,PHI,40,17
2009,8,MN,ATL,NO,35,27
2009,9,SUN,WAS,ATL,31,17
2009,9,SUN,ARI,CHI,21,41
2009,9,SUN,BAL,CIN,17,7
2009,9,SUN,HOU,IND,20,17
2009,9,SUN,KC,JAC,24,21
2009,9,SUN,MIA,NE,27,17
2009,9,SUN,GB,TB,38,28
2009,9,SUN,CAR,NO,30,20
2009,9,SUN,DET,SEA,32,20
2009,9,SUN,SD,NYG,20,21
2009,9,SUN,TEN,SF,27,34
2009,9,SN,DAL,PHI,16,20
2009,9,MN,PIT,DEN,10,28
2009,10,THU,CHI,SF,10,6
2009,10,SUN,ATL,CAR,28,19
2009,10,SUN,TB,MIA,25,23
2009,10,SUN,DET,MIN,27,10
2009,10,SUN,JAC,NYJ,22,24
2009,10,SUN,CIN,PIT,12,18
2009,10,SUN,NO,STL,23,28
2009,10,SUN,BUF,TEN,41,17
2009,10,SUN,DEN,WAS,27,17
2009,10,SUN,KC,OAK,10,16
2009,10,SUN,SEA,ARI,31,20
2009,10,SUN,DAL,GB,17,7
2009,10,SUN,PHI,SD,31,23
2009,10,SN,NE,IND,35,34
2009,10,MN,BAL,CLE,0,16
2009,11,THU,MIA,CAR,17,24
2009,11,SUN,IND,BAL,15,17
2009,11,SUN,WAS,DAL,7,6
2009,11,SUN,CLE,DET,38,37
2009,11,SUN,SF,GB,30,24
2009,11,SUN,BUF,JAC,18,15
2009,11,SUN,PIT,KC,27,24
2009,11,SUN,SEA,MIN,35,9
2009,11,SUN,ATL,NYG,34,31
2009,11,SUN,NO,TB,7,38
2009,11,SUN,ARI,STL,13,21
2009,11,SUN,SD,DEN,3,32
2009,11,SUN,NYJ,NE,31,14
2009,11,SUN,CIN,OAK,20,17
2009,11,SN,PHI,CHI,20,24
2009,11,MN,TEN,HOU,17,20
2009,12,THU,GB,DET,12,34
2009,12,THU,OAK,DAL,24,7
2009,12,THU,NYG,DEN,26,6
2009,12,SUN,TB,ATL,20,17
2009,12,SUN,MIA,BUF,31,14
2009,12,SUN,CLE,CIN,16,7
2009,12,SUN,IND,HOU,27,35
2009,12,SUN,CHI,MIN,36,10
2009,12,SUN,CAR,NYJ,17,6
2009,12,SUN,WAS,PHI,27,24
2009,12,SUN,SEA,STL,17,27
2009,12,SUN,ARI,TEN,20,17
2009,12,SUN,KC,SD,43,14
2009,12,SUN,JAC,SF,20,3
2009,12,SN,PIT,BAL,20,17
2009,12,MN,NE,NO,38,17
2009,13,THU,NYJ,BUF,13,19
2009,13,SUN,PHI,ATL,7,34
2009,13,SUN,TB,CAR,16,6
2009,13,SUN,STL,CHI,17,9
2009,13,SUN,DET,CIN,23,13
2009,13,SUN,TEN,IND,27,17
2009,13,SUN,HOU,JAC,23,18
2009,13,SUN,DEN,KC,13,44
2009,13,SUN,NE,MIA,22,21
2009,13,SUN,OAK,PIT,24,27
2009,13,SUN,NO,WAS,30,33
2009,13,SUN,SD,CLE,23,30
2009,13,SUN,DAL,NYG,31,24
2009,13,SUN,SF,SEA,20,17
2009,13,SUN,MIN,ARI,30,17
2009,13,MN,BAL,GB,27,14
2009,14,THU,PIT,CLE,13,6
2009,14,SUN,NO,ATL,23,26
2009,14,SUN,DET,BAL,48,3
2009,14,SUN,GB,CHI,14,21
2009,14,SUN,SEA,HOU,34,7
2009,14,SUN,DEN,IND,28,16
2009,14,SUN,MIA,JAC,10,14
2009,14,SUN,BUF,KC,10,16
2009,14,SUN,CIN,MIN,30,10
2009,14,SUN,CAR,NE,20,10
2009,14,SUN,NYJ,TB,3,26
2009,14,SUN,STL,TEN,47,7
2009,14,SUN,WAS,OAK,13,34
2009,14,SUN,SD,DAL,17,20
2009,14,SN,PHI,NYG,38,45
2009,14,MN,ARI,SF,24,9
2009,15,THU,IND,JAC,31,35
2009,15,SAT,DAL,NO,17,24
2009,15,SUN,CHI,BAL,31,7
2009,15,SUN,NE,BUF,10,17
2009,15,SUN,ARI,DET,24,31
2009,15,SUN,CLE,KC,34,41
2009,15,SUN,ATL,NYJ,7,10
2009,15,SUN,SF,PHI,27,13
2009,15,SUN,GB,PIT,37,36
2009,15,SUN,HOU,STL,13,16
2009,15,SUN,MIA,TEN,27,24
2009,15,SUN,OAK,DEN,19,20
2009,15,SUN,CIN,SD,27,24
2009,15,SUN,TB,SEA,7,24
2009,15,SN,MIN,CAR,26,7
2009,15,MN,NYG,WAS,12,45
2009,16,FRI,SD,TEN,17,42
2009,16,SUN,BUF,ATL,31,3
2009,16,SUN,KC,CIN,17,10
2009,16,SUN,OAK,CLE,23,9
2009,16,SUN,SEA,GB,48,10
2009,16,SUN,HOU,MIA,20,27
2009,16,SUN,JAC,NE,35,7
2009,16,SUN,TB,NO,17,20
2009,16,SUN,CAR,NYG,9,41
2009,16,SUN,DEN,PHI,30,27
2009,16,SUN,BAL,PIT,23,20
2009,16,SUN,STL,ARI,31,10
2009,16,SUN,DET,SF,20,6
2009,16,SUN,NYJ,IND,15,29
2009,16,SN,DAL,WAS,0,17
2009,16,MN,MIN,CHI,36,30
2009,17,SUN,IND,BUF,30,7
2009,17,SUN,NO,CAR,23,10
2009,17,SUN,JAC,CLE,23,17
2009,17,SUN,PHI,DAL,24,0
2009,17,SUN,CHI,DET,23,37
2009,17,SUN,NE,HOU,34,27
2009,17,SUN,PIT,MIA,24,30
2009,17,SUN,NYG,MIN,44,7
2009,17,SUN,SF,STL,6,28
2009,17,SUN,ATL,TB,10,20
2009,17,SUN,GB,ARI,7,33
2009,17,SUN,KC,DEN,24,44
2009,17,SUN,BAL,OAK,13,21
2009,17,SUN,WAS,SD,23,20
2009,17,SUN,TEN,SEA,13,17
2009,17,SUN,CIN,NYJ,37,0
2009,18,SAT,NYJ,CIN,14,24
2009,18,SAT,PHI,DAL,34,14
2009,18,SUN,BAL,NE,14,33
2009,18,SUN,GB,ARI,51,45
2009,19,SAT,ARI,NO,45,14
2009,19,SAT,BAL,IND,20,3
2009,19,SUN,DAL,MIN,34,3
2009,19,SUN,NYJ,SD,14,17
2009,20,SUN,NYJ,IND,30,17
2009,20,SUN,MIN,NO,31,28
2009,21,SUN,NO,IND,17,31
2010,1,THU,MIN,NO,14,9
2010,1,SUN,MIA,BUF,10,15
2010,1,SUN,DET,CHI,19,14
2010,1,SUN,OAK,TEN,38,13
2010,1,SUN,CIN,NE,38,24
2010,1,SUN,CAR,NYG,31,18
2010,1,SUN,ATL,PIT,15,9
2010,1,SUN,CLE,TB,17,14
2010,1,SUN,DEN,JAC,24,17
2010,1,SUN,IND,HOU,34,24
2010,1,SUN,SF,SEA,31,6
2010,1,SUN,GB,PHI,20,27
2010,1,SUN,ARI,STL,13,17
2010,1,SN,DAL,WAS,13,7
2010,1,MN,BAL,NYJ,9,10
2010,1,MN,SD,KC,21,14
2010,2,SUN,ARI,ATL,41,7
2010,2,SUN,BAL,CIN,15,10
2010,2,SUN,KC,CLE,14,16
2010,2,SUN,CHI,DAL,20,27
2010,2,SUN,PHI,DET,32,35
2010,2,SUN,BUF,GB,34,7
2010,2,SUN,PIT,TEN,11,19
2010,2,SUN,MIA,MIN,10,14
2010,2,SUN,TB,CAR,7,20
2010,2,SUN,STL,OAK,16,14
2010,2,SUN,SEA,DEN,31,14
2010,2,SUN,NE,NYJ,28,14
2010,2,SUN,JAC,SD,38,13
2010,2,SUN,HOU,WAS,27,30
2010,2,SN,NYG,IND,38,14
2010,2,MN,NO,SF,22,25
2010,3,SUN,DET,MIN,24,10
2010,3,SUN,BUF,NE,38,30
2010,3,SUN,ATL,NO,24,27
2010,3,SUN,TEN,NYG,10,29
2010,3,SUN,SF,KC,31,10
2010,3,SUN,PIT,TB,13,38
2010,3,SUN,CIN,CAR,7,20
2010,3,SUN,CLE,BAL,24,17
2010,3,SUN,DAL,HOU,13,27
2010,3,SUN,PHI,JAC,3,28
2010,3,SUN,WAS,STL,30,16
2010,3,SUN,OAK,ARI,24,23
2010,3,SUN,SD,SEA,27,20
2010,3,SUN,IND,DEN,13,27
2010,3,SN,NYJ,MIA,23,31
2010,3,MN,GB,CHI,20,17
2010,4,SUN,SF,ATL,16,14
2010,4,SUN,NYJ,BUF,14,38
2010,4,SUN,CIN,CLE,23,20
2010,4,SUN,DET,GB,28,26
2010,4,SUN,DEN,TEN,20,26
2010,4,SUN,SEA,STL,20,3
2010,4,SUN,CAR,NO,16,14
2010,4,SUN,BAL,PIT,14,17
2010,4,SUN,IND,JAC,31,28
2010,4,SUN,HOU,OAK,24,31
2010,4,SUN,ARI,SD,41,10
2010,4,SUN,WAS,PHI,12,17
2010,4,SN,CHI,NYG,17,3
2010,4,MN,NE,MIA,14,41
2010,5,SUN,JAC,BUF,26,36
2010,5,SUN,TB,CIN,21,24
2010,5,SUN,ATL,CLE,10,20
2010,5,SUN,STL,DET,44,6
2010,5,SUN,KC,IND,19,9
2010,5,SUN,GB,WAS,16,13
2010,5,SUN,CHI,CAR,6,23
2010,5,SUN,DEN,BAL,31,17
2010,5,SUN,NYG,HOU,10,34
2010,5,SUN,NO,ARI,30,20
2010,5,SUN,SD,OAK,35,27
2010,5,SUN,TEN,DAL,27,34
2010,5,SN,PHI,SF,24,27
2010,5,MN,MIN,NYJ,29,20
2010,6,SUN,SEA,CHI,20,23
2010,6,SUN,MIA,GB,20,23
2010,6,SUN,SD,STL,20,17
2010,6,SUN,BAL,NE,23,20
2010,6,SUN,DET,NYG,28,20
2010,6,SUN,ATL,PHI,31,17
2010,6,SUN,CLE,PIT,28,10
2010,6,SUN,KC,HOU,35,31
2010,6,SUN,NO,TB,6,31
2010,6,SUN,OAK,SF,17,9
2010,6,SUN,NYJ,DEN,20,24
2010,6,SUN,DAL,MIN,24,21
2010,6,SN,IND,WAS,24,27
2010,6,MN,TEN,JAC,3,30
2010,7,SUN,CIN,ATL,39,32
2010,7,SUN,WAS,CHI,14,17
2010,7,SUN,PHI,TEN,37,19
2010,7,SUN,JAC,KC,42,20
2010,7,SUN,PIT,MIA,22,23
2010,7,SUN,CLE,NO,17,30
2010,7,SUN,STL,TB,18,17
2010,7,SUN,SF,CAR,23,20
2010,7,SUN,BUF,BAL,37,34
2010,7,SUN,ARI,SEA,22,10
2010,7,SUN,NE,SD,20,23
2010,7,SUN,OAK,DEN,14,59
2010,7,SN,MIN,GB,28,24
2010,7,MN,NYG,DAL,35,41
2010,8,SUN,MIA,CIN,14,22
2010,8,SUN,JAC,DAL,17,35
2010,8,SUN,WAS,DET,37,25
2010,8,SUN,BUF,KC,13,10
2010,8,SUN,CAR,STL,20,10
2010,8,SUN,GB,NYJ,0,9
2010,8,SUN,DEN,SF,24,16
2010,8,SUN,TEN,SD,33,25
2010,8,SUN,TB,ARI,35,38
2010,8,SUN,MIN,NE,28,18
2010,8,SUN,SEA,OAK,33,3
2010,8,SN,PIT,NO,20,10
2010,8,MN,HOU,IND,30,17
2010,9,SUN,TB,ATL,27,21
2010,9,SUN,CHI,BUF,19,22
2010,9,SUN,NE,CLE,34,14
2010,9,SUN,NYJ,DET,20,23
2010,9,SUN,NO,CAR,3,34
2010,9,SUN,MIA,BAL,26,10
2010,9,SUN,SD,HOU,23,29
2010,9,SUN,ARI,MIN,27,24
2010,9,SUN,NYG,SEA,7,41
2010,9,SUN,IND,PHI,26,24
2010,9,SUN,KC,OAK,23,20
2010,9,SN,DAL,GB,45,7
2010,9,MN,PIT,CIN,21,27
2010,10,THU,BAL,ATL,26,21
2010,10,SUN,DET,BUF,14,12
2010,10,SUN,MIN,CHI,27,13
2010,10,SUN,NYJ,CLE,20,26
2010,10,SUN,CIN,IND,23,17
2010,10,SUN,TEN,MIA,29,17
2010,10,SUN,CAR,TB,31,16
2010,10,SUN,HOU,JAC,31,24
2010,10,SUN,KC,DEN,49,29
2010,10,SUN,DAL,NYG,20,33
2010,10,SUN,SEA,ARI,18,36
2010,10,SUN,STL,SF,23,20
2010,10,SN,NE,PIT,26,39
2010,10,MN,PHI,WAS,28,59
2010,11,THU,CHI,MIA,0,16
2010,11,SUN,BUF,CIN,31,49
2010,11,SUN,DET,DAL,35,19
2010,11,SUN,HOU,NYJ,30,27
2010,11,SUN,OAK,PIT,35,3
2010,11,SUN,BAL,CAR,13,37
2010,11,SUN,CLE,JAC,24,20
2010,11,SUN,WAS,TEN,16,19
2010,11,SUN,ARI,KC,31,13
2010,11,SUN,GB,MIN,3,31
2010,11,SUN,SEA,NO,34,19
2010,11,SUN,ATL,STL,17,34
2010,11,SUN,TB,SF,0,21
2010,11,SUN,IND,NE,31,28
2010,11,SN,NYG,PHI,27,17
2010,11,MN,DEN,SD,35,14
2010,12,THU,NE,DET,24,45
2010,12,THU,NO,DAL,27,30
2010,12,THU,CIN,NYJ,26,10
2010,12,SUN,GB,ATL,20,17
2010,12,SUN,PIT,BUF,16,19
2010,12,SUN,PHI,CHI,31,26
2010,12,SUN,CAR,CLE,24,23
2010,12,SUN,JAC,NYG,24,20
2010,12,SUN,MIN,WAS,13,17
2010,12,SUN,TB,BAL,17,10
2010,12,SUN,TEN,HOU,20,0
2010,12,SUN,KC,SEA,24,42
2010,12,SUN,MIA,OAK,17,33
2010,12,SUN,STL,DEN,33,36
2010,12,SN,SD,IND,14,36
2010,12,MN,SF,ARI,6,27
2010,13,THU,HOU,PHI,34,24
2010,13,SUN,NO,CIN,30,34
2010,13,SUN,CHI,DET,20,24
2010,13,SUN,SF,GB,34,16
2010,13,SUN,JAC,TEN,6,17
2010,13,SUN,DEN,KC,10,6
2010,13,SUN,CLE,MIA,10,13
2010,13,SUN,BUF,MIN,38,14
2010,13,SUN,WAS,NYG,31,7
2010,13,SUN,ATL,TB,24,28
2010,13,SUN,OAK,SD,13,28
2010,13,SUN,CAR,SEA,31,14
2010,13,SUN,STL,ARI,6,19
2010,13,SUN,DAL,IND,35,38
2010,13,SN,PIT,BAL,10,13
2010,13,MN,NYJ,NE,45,3
2010,14,THU,IND,TEN,28,30
2010,14,SUN,CLE,BUF,13,6
2010,14,SUN,NE,CHI,7,36
2010,14,SUN,GB,DET,7,3
2010,14,SUN,CIN,PIT,23,7
2010,14,SUN,TB,WAS,16,17
2010,14,SUN,ATL,CAR,10,31
2010,14,SUN,OAK,JAC,38,31
2010,14,SUN,SEA,SF,40,21
2010,14,SUN,STL,NO,31,13
2010,14,SUN,MIA,NYJ,6,10
2010,14,SUN,DEN,ARI,43,13
2010,14,SUN,KC,SD,31,0
2010,14,SN,PHI,DAL,27,30
2010,14,MN,NYG,MIN,3,21
2010,14,MN,BAL,HOU,28,34
2010,15,THU,SF,SD,34,7
2010,15,SUN,CLE,CIN,19,17
2010,15,SUN,WAS,DAL,33,30
2010,15,SUN,HOU,TEN,31,17
2010,15,SUN,JAC,IND,34,24
2010,15,SUN,KC,STL,13,27
2010,15,SUN,BUF,MIA,14,17
2010,15,SUN,DET,TB,20,23
2010,15,SUN,ARI,CAR,19,12
2010,15,SUN,NO,BAL,30,24
2010,15,SUN,PHI,NYG,31,38
2010,15,SUN,ATL,SEA,18,34
2010,15,SUN,NYJ,PIT,17,22
2010,15,SUN,DEN,OAK,39,23
2010,15,SN,GB,NE,31,27
2010,15,MN,CHI,MIN,14,40
2010,16,THU,CAR,PIT,27,3
2010,16,SAT,DAL,ARI,27,26
2010,16,SUN,NE,BUF,3,34
2010,16,SUN,NYJ,CHI,38,34
2010,16,SUN,BAL,CLE,10,20
2010,16,SUN,TEN,KC,34,14
2010,16,SUN,SF,STL,25,17
2010,16,SUN,DET,MIA,27,34
2010,16,SUN,SEA,TB,38,15
2010,16,SUN,WAS,JAC,17,20
2010,16,SUN,IND,OAK,26,31
2010,16,SUN,HOU,DEN,24,23
2010,16,SUN,NYG,GB,45,17
2010,16,SN,SD,CIN,34,20
2010,16,MN,NO,ATL,14,17
2010,16,TN,MIN,PHI,14,24
2010,17,SUN,CAR,ATL,31,10
2010,17,SUN,PIT,CLE,9,41
2010,17,SUN,MIN,DET,20,13
2010,17,SUN,CHI,GB,10,3
2010,17,SUN,TEN,IND,23,20
2010,17,SUN,OAK,KC,10,31
2010,17,SUN,MIA,NE,38,7
2010,17,SUN,NYG,WAS,14,17
2010,17,SUN,CIN,BAL,13,7
2010,17,SUN,JAC,HOU,34,17
2010,17,SUN,TB,NO,13,23
2010,17,SUN,BUF,NYJ,38,7
2010,17,SUN,DAL,PHI,13,14
2010,17,SUN,ARI,SF,38,7
2010,17,SUN,SD,DEN,28,33
2010,17,SN,STL,SEA,16,6
2010,18,SAT,NO,SEA,41,36
2010,18,SAT,NYJ,IND,16,17
2010,18,SUN,BAL,KC,7,30
2010,18,SUN,GB,PHI,16,21
2010,19,SAT,BAL,PIT,31,24
2010,19,SAT,GB,ATL,21,48
2010,19,SUN,SEA,CHI,35,24
2010,19,SUN,NYJ,NE,21,28
2010,20,SUN,GB,CHI,14,21
2010,20,SUN,NYJ,PIT,24,19
2010,21,SUN,PIT,GB,31,25
2011,1,THU,NO,GB,42,34
2011,1,SUN,ATL,CHI,30,12
2011,1,SUN,IND,HOU,34,7
2011,1,SUN,BUF,KC,7,41
2011,1,SUN,TEN,JAC,16,14
2011,1,SUN,CIN,CLE,17,27
2011,1,SUN,PHI,STL,13,31
2011,1,SUN,PIT,BAL,35,7
2011,1,SUN,DET,TB,20,27
2011,1,SUN,MIN,SD,24,17
2011,1,SUN,NYG,WAS,28,14
2011,1,SUN,CAR,ARI,28,21
2011,1,SUN,SEA,SF,33,17
2011,1,SN,DAL,NYJ,27,24
2011,1,MN,NE,MIA,24,38
2011,1,MN,OAK,DEN,20,23
2011,2,SUN,SEA,PIT,24,0
2011,2,SUN,BAL,TEN,26,13
2011,2,SUN,JAC,NYJ,32,3
2011,2,SUN,ARI,WAS,22,21
2011,2,SUN,OAK,BUF,38,35
2011,2,SUN,TB,MIN,20,24
2011,2,SUN,CHI,NO,30,13
2011,2,SUN,GB,CAR,23,30
2011,2,SUN,CLE,IND,19,27
2011,2,SUN,KC,DET,48,3
2011,2,SUN,DAL,SF,24,27
2011,2,SUN,CIN,DEN,24,22
2011,2,SUN,HOU,MIA,13,23
2011,2,SUN,SD,NE,35,21
2011,2,SN,PHI,ATL,35,31
2011,2,MN,STL,NYG,28,16
2011,3,SUN,JAC,CAR,16,10
2011,3,SUN,DEN,TEN,17,14
2011,3,SUN,HOU,NO,40,33
2011,3,SUN,DET,MIN,23,26
2011,3,SUN,NYG,PHI,16,29
2011,3,SUN,NE,BUF,34,31
2011,3,SUN,MIA,CLE,17,16
2011,3,SUN,SF,CIN,8,13
2011,3,SUN,NYJ,OAK,34,24
2011,3,SUN,BAL,STL,7,37
2011,3,SUN,KC,SD,20,17
2011,3,SUN,ATL,TB,16,13
2011,3,SUN,GB,CHI,17,27
2011,3,SUN,ARI,SEA,13,10
2011,3,SN,PIT,IND,20,23
2011,3,MN,WAS,DAL,18,16
2011,4,SUN,DET,DAL,30,34
2011,4,SUN,CAR,CHI,34,29
2011,4,SUN,NO,JAC,10,23
2011,4,SUN,TEN,CLE,13,31
2011,4,SUN,BUF,CIN,23,20
2011,4,SUN,MIN,KC,22,17
2011,4,SUN,SF,PHI,23,24
2011,4,SUN,WAS,STL,10,17
2011,4,SUN,PIT,HOU,17,10
2011,4,SUN,ATL,SEA,28,30
2011,4,SUN,NYG,ARI,27,31
2011,4,SUN,DEN,GB,49,23
2011,4,SUN,NE,OAK,19,31
2011,4,SUN,MIA,SD,26,16
2011,4,SN,NYJ,BAL,34,17
2011,4,MN,IND,TB,24,17
2011,5,SUN,NO,CAR,27,30
2011,5,SUN,PHI,BUF,31,24
2011,5,SUN,SEA,NYG,25,36
2011,5,SUN,CIN,JAC,20,30
2011,5,SUN,KC,IND,24,28
2011,5,SUN,TEN,PIT,38,17
2011,5,SUN,ARI,MIN,34,10
2011,5,SUN,OAK,HOU,20,25
2011,5,SUN,TB,SF,48,3
2011,5,SUN,NYJ,NE,30,21
2011,5,SUN,SD,DEN,24,29
2011,5,SN,GB,ATL,14,25
2011,5,MN,CHI,DET,24,13
2011,6,SUN,CAR,ATL,31,17
2011,6,SUN,SF,DET,19,25
2011,6,SUN,IND,CIN,27,17
2011,6,SUN,PHI,WAS,13,20
2011,6,SUN,STL,GB,24,3
2011,6,SUN,JAC,PIT,17,13
2011,6,SUN,BUF,NYG,27,24
2011,6,SUN,CLE,OAK,24,17
2011,6,SUN,HOU,BAL,29,14
2011,6,SUN,NO,TB,26,20
2011,6,SUN,DAL,NE,20,16
2011,6,SN,MIN,CHI,39,10
2011,6,MN,MIA,NYJ,24,6
2011,7,SUN,SD,NYJ,27,21
2011,7,SUN,SEA,CLE,6,3
2011,7,SUN,ATL,DET,16,23
2011,7,SUN,WAS,CAR,33,20
2011,7,SUN,CHI,TB,18,24
2011,7,SUN,DEN,MIA,15,18
2011,7,SUN,HOU,TEN,7,41
2011,7,SUN,PIT,ARI,20,32
2011,7,SUN,KC,OAK,0,28
2011,7,SUN,GB,MIN,27,33
2011,7,SUN,STL,DAL,34,7
2011,7,SN,IND,NO,62,7
2011,7,MN,BAL,JAC,12,7
2011,8,SUN,NO,STL,31,21
2011,8,SUN,MIA,NYG,20,17
2011,8,SUN,ARI,BAL,30,27
2011,8,SUN,MIN,CAR,21,24
2011,8,SUN,IND,TEN,27,10
2011,8,SUN,JAC,HOU,24,14
2011,8,SUN,DET,DEN,10,45
2011,8,SUN,WAS,BUF,23,0
2011,8,SUN,CIN,SEA,12,34
2011,8,SUN,CLE,SF,20,10
2011,8,SUN,NE,PIT,25,17
2011,8,SN,DAL,PHI,34,7
2011,8,MN,SD,KC,23,20
2011,9,SUN,MIA,KC,3,31
2011,9,SUN,TB,NO,27,16
2011,9,SUN,ATL,IND,7,31
2011,9,SUN,CLE,HOU,30,12
2011,9,SUN,NYJ,BUF,11,27
2011,9,SUN,SF,WAS,11,19
2011,9,SUN,SEA,DAL,23,13
2011,9,SUN,CIN,TEN,17,24
2011,9,SUN,DEN,OAK,24,38
2011,9,SUN,NYG,NE,20,24
2011,9,SUN,STL,ARI,19,13
2011,9,SUN,GB,SD,38,45
2011,9,SN,BAL,PIT,20,23
2011,9,MN,CHI,PHI,24,30
2011,10,THU,OAK,SD,17,24
2011,10,SUN,DET,CHI,37,13
2011,10,SUN,JAC,IND,3,17
2011,10,SUN,DEN,KC,10,17
2011,10,SUN,PIT,CIN,17,24
2011,10,SUN,BUF,DAL,44,7
2011,10,SUN,NO,ATL,23,26
2011,10,SUN,STL,CLE,12,13
2011,10,SUN,WAS,MIA,20,9
2011,10,SUN,HOU,TB,9,37
2011,10,SUN,TEN,CAR,3,30
2011,10,SUN,ARI,PHI,17,21
2011,10,SUN,BAL,SEA,22,17
2011,10,SUN,NYG,SF,27,20
2011,10,SN,NE,NYJ,16,37
2011,10,MN,MIN,GB,45,7
2011,11,THU,NYJ,DEN,17,13
2011,11,SUN,CAR,DET,49,35
2011,11,SUN,TB,GB,35,26
2011,11,SUN,DAL,WAS,24,27
2011,11,SUN,BUF,MIA,35,8
2011,11,SUN,JAC,CLE,14,10
2011,11,SUN,TEN,ATL,23,17
2011,11,SUN,OAK,MIN,21,27
2011,11,SUN,CIN,BAL,31,24
2011,11,SUN,SEA,STL,7,24
2011,11,SUN,ARI,SF,23,7
2011,11,SUN,SD,CHI,31,20
2011,11,SN,PHI,NYG,10,17
2011,11,MN,KC,NE,34,3
2011,12,THU,GB,DET,15,27
2011,12,THU,MIA,DAL,20,19
2011,12,THU,SF,BAL,16,6
2011,12,SUN,MIN,ATL,24,14
2011,12,SUN,HOU,JAC,13,20
2011,12,SUN,TB,TEN,23,17
2011,12,SUN,ARI,STL,20,23
2011,12,SUN,CLE,CIN,23,20
2011,12,SUN,BUF,NYJ,28,24
2011,12,SUN,CAR,IND,19,27
2011,12,SUN,WAS,SEA,17,23
2011,12,SUN,CHI,OAK,25,20
2011,12,SUN,NE,PHI,20,38
2011,12,SUN,DEN,SD,13,16
2011,12,SN,PIT,KC,9,13
2011,12,MN,NYG,NO,49,24
2011,13,THU,PHI,SEA,31,14
2011,13,SUN,OAK,MIA,34,14
2011,13,SUN,ATL,HOU,17,10
2011,13,SUN,TEN,BUF,17,23
2011,13,SUN,KC,CHI,3,10
2011,13,SUN,NYJ,WAS,19,34
2011,13,SUN,CIN,PIT,35,7
2011,13,SUN,BAL,CLE,10,24
2011,13,SUN,CAR,TB,19,38
2011,13,SUN,IND,NE,31,24
2011,13,SUN,DEN,MIN,32,35
2011,13,SUN,DAL,ARI,19,13
2011,13,SUN,STL,SF,26,0
2011,13,SUN,GB,NYG,35,38
2011,13,SN,DET,NO,31,17
2011,13,MN,SD,JAC,14,38
2011,14,THU,CLE,PIT,14,3
2011,14,SUN,TB,JAC,41,14
2011,14,SUN,NE,WAS,27,34
2011,14,SUN,HOU,CIN,19,20
2011,14,SUN,KC,NYJ,37,10
2011,14,SUN,MIN,DET,34,28
2011,14,SUN,NO,TEN,17,22
2011,14,SUN,PHI,MIA,10,26
2011,14,SUN,OAK,GB,46,16
2011,14,SUN,IND,BAL,24,10
2011,14,SUN,ATL,CAR,23,31
2011,14,SUN,CHI,DEN,13,10
2011,14,SUN,SF,ARI,21,19
2011,14,SUN,BUF,SD,37,10
2011,14,SN,NYG,DAL,34,37
2011,14,MN,STL,SEA,30,13
2011,15,THU,JAC,ATL,41,14
2011,15,SAT,DAL,TB,15,31
2011,15,SUN,CIN,STL,13,20
2011,15,SUN,MIA,BUF,23,30
2011,15,SUN,WAS,NYG,10,23
2011,15,SUN,TEN,IND,27,13
2011,15,SUN,SEA,CHI,14,38
2011,15,SUN,GB,KC,19,14
2011,15,SUN,CAR,HOU,13,28
2011,15,SUN,NO,MIN,20,42
2011,15,SUN,DET,OAK,27,28
2011,15,SUN,CLE,ARI,20,17
2011,15,SUN,NYJ,PHI,45,19
2011,15,SUN,NE,DEN,23,41
2011,15,SUN,BAL,SD,34,14
2011,15,MN,PIT,SF,20,3
2011,16,THU,HOU,IND,19,16
2011,16,SAT,MIA,NE,27,24
2011,16,SAT,CLE,BAL,20,14
2011,16,SAT,ARI,CIN,23,16
2011,16,SAT,MIN,WAS,26,33
2011,16,SAT,DEN,BUF,40,14
2011,16,SAT,STL,PIT,27,0
2011,16,SAT,NYG,NYJ,14,29
2011,16,SAT,TB,CAR,48,16
2011,16,SAT,JAC,TEN,23,17
2011,16,SAT,OAK,KC,13,16
2011,16,SAT,SD,DET,38,10
2011,16,SAT,PHI,DAL,7,20
2011,16,SAT,SF,SEA,17,19
2011,16,SN,CHI,GB,35,21
2011,16,MN,ATL,NO,45,16
2011,17,SUN,WAS,PHI,34,10
2011,17,SUN,PIT,CLE,9,13
2011,17,SUN,BAL,CIN,16,24
2011,17,SUN,NYJ,MIA,19,17
2011,17,SUN,CAR,NO,45,17
2011,17,SUN,TB,ATL,45,24
2011,17,SUN,DET,GB,45,41
2011,17,SUN,SF,STL,27,34
2011,17,SUN,IND,JAC,19,13
2011,17,SUN,BUF,NE,49,21
2011,17,SUN,TEN,HOU,22,23
2011,17,SUN,CHI,MIN,13,17
2011,17,SUN,KC,DEN,3,7
2011,17,SUN,SD,OAK,26,38
2011,17,SUN,SEA,ARI,23,20
2011,17,SUN,DAL,NYG,31,14
2011,18,SUN,CIN,HOU,31,10
2011,18,SUN,DET,NO,45,28
2011,18,SUN,ATL,NYG,24,2
2011,18,SUN,PIT,DEN,29,23
2011,19,SUN,NO,SF,36,32
2011,19,SUN,DEN,NE,45,10
